col_0,col_1,col_2,col_3
-1.0091854,-0.25355977,2.4829519,-2.0217293e+38
-1.0042789,-0.25351137,2.482478,-2.0484181e+38
-0.9993885,-0.2534666,2.4820397,-2.0350737e+38
-0.994525,-0.25342828,2.4816642,-2.0350737e+38
-0.98967695,-0.2533935,2.4813237,-2.0350737e+38
-0.984865,-0.25336772,2.4810712,-2.0484181e+38
-0.98006845,-0.25334564,2.480855,-2.0484181e+38
-0.9752927,-0.25332874,2.4806895,-2.0750029e+38
-0.97054875,-0.25332004,2.4806042,-2.0749507e+38
-0.9658318,-0.25331825,2.480587,-2.0749507e+38
-0.96114796,-0.25332525,2.4806552,-2.0749507e+38
-0.95649993,-0.25334176,2.480817,-2.0750027e+38
-0.95187795,-0.25336537,2.4810483,-2.088295e+38
-0.9473119,-0.2534042,2.4814284,-2.1282758e+38
-0.9427742,-0.25345102,2.4818869,-2.1282756e+38
-0.9383426,-0.253527,2.4826307,-2.1681523e+38
-0.934072,-0.25364745,2.4838102,-2.1814967e+38
-0.930149,-0.25386396,2.4859307,-2.2346658e+38
-0.92669606,-0.25421166,2.4893353,-2.2613027e+38
-0.9251888,-0.2550994,2.4980283,-2.3812977e+38
-0.92298424,-0.25580302,2.5049186,-2.4346232e+38
-0.920745,-0.25650427,2.5117855,-2.5412218e+38
-0.9173083,-0.2568775,2.5154402,-2.5811508e+38
-0.9136217,-0.2571843,2.5184445,-2.5943912e+38
-0.9099097,-0.25748712,2.52141,-2.6209757e+38
-0.90618366,-0.25778916,2.5243676,-2.6475082e+38
-0.90246844,-0.25809753,2.5273871,-2.620767e+38
-0.898777,-0.258416,2.530506,-2.6340072e+38
-0.895073,-0.25873426,2.5336225,-2.6206106e+38
-0.8914154,-0.2590695,2.536905,-2.660592e+38
-0.8877747,-0.25941327,2.5402715,-2.6738842e+38
-0.88412946,-0.2597595,2.5436616,-2.6871765e+38
-0.8804994,-0.26011395,2.547133,-2.6871765e+38
-0.8769219,-0.26048797,2.5507953,-2.7005209e+38
-0.8734024,-0.26088348,2.5546684,-2.7139174e+38
-0.8699108,-0.26129177,2.5586665,-2.7272618e+38
-0.8663814,-0.26169324,2.562598,-2.700573e+38
-0.8629528,-0.2621299,2.5668736,-2.700573e+38
-0.85965043,-0.26261002,2.5715752,-2.7139174e+38
-0.85656595,-0.26316258,2.576986,-2.7273659e+38
-0.8535425,-0.26374036,2.582644,-2.7407624e+38
-0.8506238,-0.26435736,2.588686,-2.7674514e+38
-0.847652,-0.26496497,2.5946357,-2.780796e+38
-0.8450233,-0.26568753,2.6017113,-2.7676078e+38
-0.8422854,-0.26638407,2.608532,-2.7810565e+38
-0.8391721,-0.26696938,2.6142638,-2.7811088e+38
-0.8367961,-0.26779765,2.6223745,-2.7678165e+38
-0.83699375,-0.2694644,2.638696,-2.7278875e+38
-0.83895606,-0.27172276,2.6608107,-2.701251e+38
-0.8618975,-0.28084445,2.7501335,-2.5278782e+38
