col_0,col_1,col_2,col_3
1.5081198,0.09126298,4.700243,-3.0626443e+38
1.5149363,0.091136046,4.6937056,-3.0492999e+38
1.5213412,0.09098598,4.685977,-2.9959222e+38
1.5283946,0.09087623,4.680324,-2.955889e+38
1.535735,0.090784706,4.6756105,-2.955889e+38
1.5430058,0.09069014,4.6707406,-2.955889e+38
1.5500013,0.09058057,4.665097,-2.9292002e+38
1.5569413,0.090469025,4.6593523,-2.9292002e+38
1.5634103,0.09033152,4.652271,-2.889167e+38
1.5705146,0.09023207,4.6471486,-2.889167e+38
1.5777657,0.09014211,4.6425157,-2.9025114e+38
1.5851163,0.09005881,4.6382256,-2.9292002e+38
1.5926923,0.089989156,4.6346383,-2.9692332e+38
1.6002195,0.08991753,4.6309495,-3.0226108e+38
1.6079044,0.08985551,4.627755,-3.156055e+38
1.6160729,0.08982103,4.6259794,-3.2094327e+38
1.624484,0.08980034,4.6249137,
1.6328261,0.08977608,4.6236644,
1.639888,0.08968206,4.618822,
1.6452956,0.08949906,4.609397,
1.6516902,0.0893714,4.6028223,
1.659111,0.08930031,4.599161,
1.666628,0.089235134,4.595804,
1.6726365,0.089090265,4.5883436,
1.6779494,0.088910066,4.5790625,
1.6819113,0.088660486,4.566209,
1.68441,0.08833674,4.5495353,
1.6883477,0.08809138,4.5368986,
1.6953746,0.08800888,4.5326495,
1.6983294,0.08771689,4.5176115,
1.7018776,0.08745833,4.504295,
1.7143053,0.08765638,4.5144954,
1.7271311,0.08787272,4.525637,
1.7345365,0.087812506,4.522536,
1.7448943,0.08790161,4.527125,
1.7547218,0.08796326,4.5303,
1.742231,0.08691097,4.4761047,
1.7135805,0.085066676,4.3811197,
1.6997364,0.08397168,4.324725,-3.1548562e+38
1.7016541,0.08366216,4.308784,-2.9946714e+38
1.7122986,0.083782606,4.314987,-2.8080584e+38
1.7313957,0.084313504,4.34233,-2.6347897e+38
1.7510858,0.084868126,4.370894,-2.5414829e+38
1.7683984,0.08530283,4.393282,-2.488209e+38
1.7829783,0.08560224,4.4087024,-2.448176e+38
1.7920309,0.08563472,4.4103756,-2.4215398e+38
1.7974118,0.08549227,4.4030385,-2.4481765e+38
1.8033717,0.08537854,4.3971815,-2.461573e+38
1.8109751,0.085343316,4.395367,-2.4350402e+38
1.8184708,0.08530336,4.3933096,-2.395163e+38
1.8248736,0.08521274,4.3886423,-2.395111e+38
1.8322365,0.085167564,4.386316,-2.3817143e+38
1.8391585,0.0851024,4.38296,-2.3817143e+38
1.8457855,0.08502423,4.378934,-2.3951104e+38
1.8506778,0.084867224,4.3708477,-2.3684737e+38
1.8546525,0.084669724,4.360676,-2.368526e+38
1.8605382,0.084560834,4.3550677,-2.4752809e+38
1.8853418,0.08530891,4.393595,-2.7289793e+38
2.0203965,0.09101712,4.6875806,
2.125429,0.09532869,4.9096355,
2.1433983,0.09571475,4.9295187,
2.149223,0.09555748,4.921419,
2.1613877,0.09568224,4.9278445,
2.1700182,0.09565014,4.9261913,
2.1748629,0.09545216,4.9159946,
2.1823661,0.09537206,4.9118695,
2.1931977,0.095437475,4.9152384,
2.1994386,0.095303416,4.9083343,
2.2051764,0.09514877,4.9003696,
2.2111254,0.095004514,4.89294,
2.2174094,0.09487579,4.8863106,
2.2230856,0.094722256,4.878403,
2.2292407,0.0945903,4.8716073,
2.2349224,0.09443943,4.8638372,
2.2414675,0.094326146,4.8580027,
2.24747,0.094191045,4.8510447,
2.2548387,0.09411408,4.8470807,
2.2625184,0.09405067,4.843815,
2.2704654,0.09399882,4.8411446,
2.2784455,0.09394878,4.8385673,
