col_0,col_1,col_2,col_3
-1.0876272,-1.8245039,3.6699152,
-1.0798037,-1.8230625,3.667016,
-1.0720032,-1.8216414,3.6641576,
-1.0642965,-1.8203622,3.6615844,
-1.0566857,-1.8192312,3.6593094,
-1.0491729,-1.8182552,3.6573462,
-1.0417639,-1.817447,3.6557205,
-1.0344367,-1.8167717,3.6543624,
-1.0271637,-1.8161833,3.653179,
-1.0199407,-1.8156759,3.652158,
-1.0127511,-1.8152214,3.651244,
-1.0055888,-1.8148098,3.650416,
-0.99845266,-1.8144399,3.649672,
-0.9913298,-1.8140895,3.648967,
-0.9842183,-1.8137549,3.6482942,
-0.97712064,-1.8134412,3.647663,
-0.9700291,-1.8131346,3.6470463,
-0.9629379,-1.8128239,3.6464214,
-0.9558584,-1.8125312,3.6458328,
-0.9487812,-1.8122385,3.645244,
-0.94170594,-1.8119452,3.644654,
-0.9346348,-1.8116556,3.6440716,
-0.92755985,-1.8113544,3.6434655,
-0.920493,-1.8110645,3.6428823,
-0.9134294,-1.8107765,3.642303,
-0.90637064,-1.8104938,3.6417346,
-0.899314,-1.8102111,3.641166,
-0.8922733,-1.8099564,3.6406536,
-0.8852284,-1.809689,3.6401157,
-0.87819266,-1.8094364,3.6396077,
-0.87115526,-1.8091763,3.6390846,
-0.86413413,-1.8089461,3.6386213,
-0.8571208,-1.8087287,3.638184,
-0.8501198,-1.8085339,3.6377923,
-0.8431371,-1.8083752,3.637473,
-0.83616483,-1.8082364,3.637194,
-0.82919407,-1.8080986,3.6369166,
-0.82223064,-1.8079748,3.6366675,
-0.8152705,-1.8078558,3.6364284,
-0.80830544,-1.8077239,3.636163,
-0.8013553,-1.8076235,3.635961,
-0.7944103,-1.8075331,3.6357791,
-0.78747445,-1.807462,3.635636,
-0.78054464,-1.8074037,3.6355188,
-0.77362823,-1.8073756,3.6354623,
-0.7667193,-1.8073646,3.63544,
-0.7598215,-1.8073796,3.6354706,
-0.7529333,-1.8074186,3.6355488,
-0.74606484,-1.8075057,3.6357243,
-0.7392082,-1.8076234,3.6359608,
-0.7323653,-1.8077773,3.6362703,
-0.7255453,-1.8079911,3.6367004,
-0.71874386,-1.8082558,3.6372328,
-0.71196556,-1.8085843,3.6378937,
-0.7052167,-1.8089949,3.6387196,
-0.6984913,-1.8094742,3.6396837,
-0.6917876,-1.8100201,3.6407816,
-0.6851041,-1.8106301,3.6420088,
-0.67844003,-1.8113047,3.6433654,
-0.6717905,-1.8120323,3.6448293,
-0.6651604,-1.8128281,3.6464298,
-0.6585357,-1.8136554,3.648094,
-0.651915,-1.8145114,3.6498158,
